Admin_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,American Robin,Turdus migratorius,AMRO,FALSE,FALSE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,American Robin,Turdus migratorius,AMRO,FALSE,FALSE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,EAWP,FALSE,TRUE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,ETTI,FALSE,FALSE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Brown Thrasher,Toxostoma rufum,BRTH,FALSE,TRUE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,ETTI,FALSE,FALSE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,CHSP,FALSE,FALSE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0230,Grassland,2018,18-06-2018,07:40:00,07:50:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,27.79999924,68.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0232,Grassland,2018,18-06-2018,08:37:00,08:47:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,CACH,FALSE,TRUE,29,67.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0232,Grassland,2018,18-06-2018,08:37:00,08:47:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,SOSP,FALSE,FALSE,29,67.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0232,Grassland,2018,18-06-2018,08:37:00,08:47:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,ETTI,FALSE,FALSE,29,67.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0232,Grassland,2018,18-06-2018,08:37:00,08:47:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,EAWP,FALSE,TRUE,29,67.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0232,Grassland,2018,18-06-2018,08:37:00,08:47:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,American Robin,Turdus migratorius,AMRO,FALSE,FALSE,29,67.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0232,Grassland,2018,18-06-2018,08:37:00,08:47:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,29,67.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0232,Grassland,2018,18-06-2018,08:37:00,08:47:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,29,67.09999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0267,Grassland,2018,18-06-2018,07:09:00,07:19:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,NOCA,FALSE,FALSE,27.89999962,66.40000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0267,Grassland,2018,18-06-2018,07:09:00,07:19:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,NOCA,FALSE,FALSE,27.89999962,66.40000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0267,Grassland,2018,18-06-2018,07:09:00,07:19:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,ETTI,FALSE,FALSE,27.89999962,66.40000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0267,Grassland,2018,18-06-2018,07:09:00,07:19:00,Brian Swimelar,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,CACH,FALSE,TRUE,27.89999962,66.40000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0267,Grassland,2018,18-06-2018,07:09:00,07:19:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,CACH,FALSE,TRUE,27.89999962,66.40000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0267,Grassland,2018,18-06-2018,07:09:00,07:19:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,NOCA,FALSE,FALSE,27.89999962,66.40000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0267,Grassland,2018,18-06-2018,07:09:00,07:19:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,27.89999962,66.40000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0267,Grassland,2018,18-06-2018,07:09:00,07:19:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,27.89999962,66.40000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0267,Grassland,2018,18-06-2018,07:09:00,07:19:00,Brian Swimelar,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,CACH,FALSE,TRUE,27.89999962,66.40000153,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0178,Grassland,2018,18-06-2018,05:36:00,05:46:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,CARW,FALSE,FALSE,23.29999924,74.09999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE
MANA,MANA-0178,Grassland,2018,18-06-2018,05:36:00,05:46:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,ETTI,FALSE,FALSE,23.29999924,74.09999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE
MANA,MANA-0178,Grassland,2018,18-06-2018,05:36:00,05:46:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,INBU,FALSE,TRUE,23.29999924,74.09999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE
MANA,MANA-0178,Grassland,2018,18-06-2018,05:36:00,05:46:00,Brian Swimelar,2,2.5 - 5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.29999924,74.09999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE
MANA,MANA-0178,Grassland,2018,18-06-2018,05:36:00,05:46:00,Brian Swimelar,2,2.5 - 5 min,Visualization,Unknown,TRUE,Undetermined,Barn Swallow,Hirundo rustica,BARS,FALSE,FALSE,23.29999924,74.09999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE
MANA,MANA-0178,Grassland,2018,18-06-2018,05:36:00,05:46:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Blue-gray Gnatcatcher,Polioptila caerulea,BGGN,FALSE,FALSE,23.29999924,74.09999847,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,CARW,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,BLJA,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,SOSP,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Kingbird,Tyrannus tyrannus,EAKI,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,FALSE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,EAME,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,AMCR,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,BLJA,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
MANA,MANA-0076,Grassland,2018,19-06-2018,07:14:00,07:24:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,30.29999924,68.80000305,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE,TRUE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,ETTI,FALSE,FALSE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,EATO,FALSE,TRUE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,INBU,FALSE,TRUE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Kingbird,Tyrannus tyrannus,EAKI,FALSE,FALSE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,SOSP,FALSE,FALSE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0137,Grassland,2018,19-06-2018,05:40:00,05:50:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Gray Catbird,Dumetella carolinensis,GRCA,FALSE,FALSE,23.39999962,84.19999695,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,EATO,FALSE,TRUE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Common Yellowthroat,Geothlypis trichas,COYE,FALSE,FALSE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,NOMO,FALSE,FALSE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,ETTI,FALSE,FALSE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,5 - 7.5 min,Visualization,Unknown,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,COGR,FALSE,FALSE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,GRSP,FALSE,FALSE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,TRUE
MANA,MANA-0138,Grassland,2018,19-06-2018,05:54:00,06:04:00,Brian Swimelar,2,5 - 7.5 min,Visualization,50 - 100 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,27.10000038,70.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,FALSE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,YBCU,FALSE,FALSE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,EATO,FALSE,TRUE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,NOCA,FALSE,FALSE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,FISP,FALSE,TRUE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,MODO,FALSE,FALSE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,CARW,FALSE,FALSE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,TRUE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Kingbird,Tyrannus tyrannus,EAKI,FALSE,FALSE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0097,Grassland,2018,19-06-2018,06:54:00,07:04:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,27.29999924,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,FALSE
MANA,MANA-0120,Grassland,2018,19-06-2018,06:35:00,06:45:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,27.29999924,74,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,FALSE
MANA,MANA-0120,Grassland,2018,19-06-2018,06:35:00,06:45:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,RWBL,FALSE,FALSE,27.29999924,74,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE,TRUE
